0,* APRUEBO IA ^,*,*,Para aprobar IA deberás obtener una puntuacion minima de 5 puntos sobre 10#Comma entre teoria y practicas.,Nivel 0.aiml
0,* APROBAR IA ^,*,*,Para aprobar IA deberás obtener una puntuacion minima de 5 puntos sobre 10#Comma entre teoria y practicas.,Nivel 0.aiml
0,* APROBARIAS IA ^,*,*,Para aprobar IA deberás obtener una puntuacion minima de 5 puntos sobre 10#Comma entre teoria y practicas.,Nivel 0.aiml
0,* APRUEBO INTELIGENCIA ARTIFICIAL ^,*,*,Para aprobar IA deberás obtener una puntuacion minima de 5 puntos sobre 10#Comma entre teoria y practicas.,Nivel 0.aiml
0,* APROBAR INTELIGENCIA ARTIFICIAL ^,*,*,Para aprobar IA deberás obtener una puntuacion minima de 5 puntos sobre 10#Comma entre teoria y practicas.,Nivel 0.aiml
0,* APROBARIAS INTELIGENCIA ARTIFICIAL ^,*,*,Para aprobar IA deberás obtener una puntuacion minima de 5 puntos sobre 10#Comma entre teoria y practicas.,Nivel 0.aiml
0,* APROBAR LA TEORIA ^,*,*,Para aprobar la teoria se realizara un examen final que se valorara sobre 10 puntos. Además#Comma durante el curso se realizaran tres pruebas que conjuntamente podrían dar un maximo de 2 puntos sobre el examen final ( se valoraran 0.5#Comma 1 y 0.5 respectivamente). Pues bien#Comma la nota final de teoria seria el minimo entre 10 y la suma de la nota del examen con la nota obtenida en las pruebas parciales.,Nivel 0.aiml
0,* APRUEBO LA TEORIA ^,*,*,Para aprobar la teoria se realizara un examen final que se valorara sobre 10 puntos. Además#Comma durante el curso	se realizaran tres pruebas que conjuntamente podrían dar un maximo de 2 puntos sobre el examen final ( se valoraran 0.5#Comma 1 y 0.5 respectivamente). Pues bien#Comma la nota final de teoria seria el minimo entre 10 y la suma de la nota del examen con la nota obtenida en las pruebas parciales.,Nivel 0.aiml
0,* APROBAR LA PARTE TEORICA ^,*,*,Para aprobar la teoria se realizara un examen final que se valorara sobre 10 puntos. Además#Comma durante el curso	se realizaran tres pruebas que conjuntamente podrían dar un maximo de 2 puntos sobre el examen final ( se valoraran 0.5#Comma 1 y 0.5 respectivamente). Pues bien#Comma la nota final de teoria seria el minimo entre 10 y la suma de la nota del examen con la nota obtenida en las pruebas parciales.,Nivel 0.aiml
0,* SUPERAR LA PARTE TEORICA ^,*,*,Para aprobar la teoria se realizara un examen final que se valorara sobre 10 puntos. Además#Comma durante el curso	se realizaran tres pruebas que conjuntamente podrían dar un maximo de 2 puntos sobre el examen final ( se valoraran 0.5#Comma 1 y 0.5 respectivamente). Pues bien#Comma la nota final de teoria seria el minimo entre 10 y la suma de la nota del examen con la nota obtenida en las pruebas parciales.,Nivel 0.aiml
0,* SUPERAR LA PARTE PRACTICA ^,*,*,Para aprobar la parte practica se puntuara la asistencia y participacion en clase (10%) y la calificacion de varias practicas/pruebas (90%).,Nivel 0.aiml
0,* SUPERO LA PARTE PRACTICA ^,*,*,Para aprobar la parte practica se puntuara la asistencia y participacion en clase (10%) y la calificacion de varias practicas/pruebas (90%).,Nivel 0.aiml
0,* APROBAR LA PARTE PRACTICA ^,*,*,Para aprobar la parte practica se puntuara la asistencia y participacion en clase (10%) y la calificacion de varias practicas/pruebas (90%).,Nivel 0.aiml
0,* APROBAR LAS PRACTICAS ^,*,*,Para aprobar la parte practica se puntuara la asistencia y participacion en clase (10%) y la calificacion de varias practicas/pruebas (90%).,Nivel 0.aiml
0,* SUPERAR LAS PRACTICAS ^,*,*,Para aprobar la parte practica se puntuara la asistencia y participacion en clase (10%) y la calificacion de varias practicas/pruebas (90%).,Nivel 0.aiml
0,* SE EVALUA EN ^ JUNIO,*,*,<srai> * aprobar la parte practica  ^ </srai> <srai> * aprobar la parte teorica  ^ </srai>,Nivel 0.aiml
0,* SE PUNTUA EN ^ JUNIO,*,*,<srai> * aprobar la parte practica  ^ </srai> <srai> * aprobar la parte teorica  ^ </srai>,Nivel 0.aiml
0,* TENGO QUE * CONVOCATORIA DE SEPTIEMBRE ^,*,*,En la convocatoria de Septiembre habra un examen escrito unico y no habra entrega de practicas en esta convocatoria.,Nivel 0.aiml
0,* TENGO QUE * EXAMEN DE SEPTIEMBRE ^,*,*,En la convocatoria de Septiembre habra un examen escrito unico y no habra entrega de practicas en esta convocatoria.,Nivel 0.aiml
0,* EXAMEN DE PRACTICAS EN LA CONVOCATORIA DE SEPTIEMBRE ^,*,*,<srai>* tengo que * convocatoria de septiembre ^ </srai>,Nivel 0.aiml
0,* EXAMEN DE PRACTICAS EN EL EXAMEN DE SEPTIEMBRE ^,*,*,<srai>* tengo que * convocatoria de septiembre ^ </srai>,Nivel 0.aiml
0,* EXAMEN DE PRACTICAS EN SEPTIEMBRE ^,*,*,<srai>* tengo que * convocatoria de septiembre ^ </srai>,Nivel 0.aiml
0,* NO PUEDO ASISTIR A CLASE REGULARMENTE ^,*,*,En las clases de teoria la asistencia no es obligatoria pero en practicas si. Lo mejor que podrias hacer es optar por la evaluacion unica final.,Nivel 0.aiml
0,* NO PUEDO IR A CLASE REGULARMENTE ^,*,*,En las clases de teoria la asistencia no es obligatoria pero en practicas si. Lo mejor que podrias hacer es optar por la evaluacion unica final.,Nivel 0.aiml
0,* NO PUEDO ASISTIR A CLASE HABITUALMENTE ^,*,*,En las clases de teoria la asistencia no es obligatoria pero en practicas si. Lo mejor que podrias hacer es optar por la evaluacion unica final.,Nivel 0.aiml
0,* NO PUEDO IR A CLASE HABITUALMENTE ^,*,*,En las clases de teoria la asistencia no es obligatoria pero en practicas si. Lo mejor que podrias hacer es optar por la evaluacion unica final.,Nivel 0.aiml
0,* NOTA MINIMA PARA APROBAR ^,*,*,No#Comma <srai> * apruebo IA ^ </srai>,Nivel 0.aiml
0,^ LAS PRACTICAS ^ OBLIGATORIAS ^,*,*,Cuentan 5 puntos y su asistencia es obligatoria... Asi que yo que tu las hacia.,Nivel 0.aiml
0,* CADA PRACTICA ^ RESPECTO A LA NOTA FINAL ^,*,*,Las practicas 1#Comma 2 y 3 puntuan un 25% cada una y el ultimo examen de problemas vale el otro 25%.,Nivel 0.aiml
0,* LA PARTICIPACION ^ RESPECTO A LA NOTA FINAL ^,*,*,La asistencia y la participacion en las clases vale un 10% de la nota de practicas.,Nivel 0.aiml
0,* CADA GUION ^ RESPECTO A LA NOTA FINAL ^,*,*,<srai>* cada practica ^ respecto a la nota final ^ </srai>,Nivel 0.aiml
0,* CONSIGUEN PUNTOS POR PARTICIPACION,*,*,Se podran resolver en clase algunos problemas propuestos.,Nivel 0.aiml
0,* CONSIGUEN PUNTOS POR PARTICIPAR ^,*,*,Se podran resolver en clase algunos problemas propuestos.,Nivel 0.aiml
0,* CONSIGO PUNTOS POR PARTICIPACION,*,*,Se podran resolver en clase algunos problemas propuestos.,Nivel 0.aiml
0,* CONSIGO PUNTOS POR PARTICIPAR ^,*,*,Se podran resolver en clase algunos problemas propuestos.,Nivel 0.aiml
0,* LO MINIMO QUE NECESITO PARA APROBAR ^,*,*,<srai> * apruebo IA ^ </srai>,Nivel 0.aiml
0,* LO MINIMO QUE NECESITO PARA SUPERAR *,*,*,<srai> * apruebo IA ^ </srai>,Nivel 0.aiml
0,* TRABAJOS ^ INDIVIDUALES ^,*,*,Si#Comma los trabajos deben de ser entregados y realizados de manera individual.,Nivel 0.aiml
0,* TRABAJOS EN GRUPO ^,*,*,No#Comma los trabajos deben de ser entregados y realizados de manera individual.,Nivel 0.aiml
0,* TRABAJOS EN GRUPOS ^,*,*,No#Comma los trabajos deben de ser entregados y realizados de manera individual.,Nivel 0.aiml
0,* TRABAJOS GRUPALES ^,*,*,No#Comma los trabajos deben de ser entregados y realizados de manera individual.,Nivel 0.aiml
0,* ENTREGAR ^ LOS EJERCICIOS DE LAS RELACIONES DE PROBLEMAS ^,*,*,Siempre y cuando el profesor lo requiera#Comma si.,Nivel 0.aiml
0,* TENGO QUE ESTUDIAR ^,*,*,Porque algun dia tendras que terminar la carrera#Comma ¿no?.,Nivel 0.aiml
0,* VALE EL PRIMER EXAMEN DE TEORIA ^,*,*,El primer examen de teoria vale 0#Comma5 puntos.,Nivel 0.aiml
0,* CUENTA EL PRIMER EXAMEN DE TEORIA ^,*,*,El primer examen de teoria vale 0#Comma5 puntos.,Nivel 0.aiml
0,* PUNTUA EL PRIMER EXAMEN DE TEORIA ^,*,*,El primer examen de teoria vale 0#Comma5 puntos.,Nivel 0.aiml
0,* TENER UNA NOTA MAYOR A 10 ^,*,*,No. En el caso de que salga una nota superior esta será truncada a 10 puntos.,Nivel 0.aiml
0,* SACAR UNA NOTA MAYOR A 10 ^,*,*,No. En el caso de que salga una nota superior esta será truncada a 10 puntos,Nivel 0.aiml
0,* OBTENER UNA NOTA MAYOR A 10 ^,*,*,No. En el caso de que salga una nota superior esta será truncada a 10 puntos,Nivel 0.aiml
0,* RECUPERAR ^ PRACTICA * EXAMEN ^,*,*,No. No se puede recuperar ninguna practica ni examen.,Nivel 0.aiml
0,* SI ME COPIO DE * ESTUDIANTE ^,*,*,Iras a Septiembre directamente con un 0 en la convocatoria.,Nivel 0.aiml
0,* SI ME COPIO DE * ESTUDIANTES ^,*,*,Iras a Septiembre directamente con un 0 en la convocatoria.,Nivel 0.aiml
0,* SI ME COPIO DE * COMPAÑERO ^,*,*,Iras a Septiembre directamente con un 0 en la convocatoria.,Nivel 0.aiml
